v2_gene,v3_gene,v2_length,v3_length,exact_match,identity
B9J08_004939,B9J08_03822,312.0,312.0,True,100.0
B9J08_000071,B9J08_02030,,,False,
B9J08_001480,B9J08_03730,669.0,669.0,True,100.0
B9J08_005386,B9J08_04269,609.0,609.0,True,100.0
B9J08_001008,B9J08_02966,827.0,827.0,True,100.0
B9J08_001224,B9J08_03474,1432.0,1432.0,True,100.0
B9J08_005302,B9J08_04185,180.0,180.0,True,100.0
B9J08_004988,B9J08_03871,194.0,194.0,True,100.0
B9J08_003744,B9J08_01602,147.0,147.0,True,100.0
B9J08_002972,B9J08_00830,,,False,
B9J08_004098,B9J08_01955,1247.0,1247.0,True,100.0
B9J08_005514,B9J08_04396,273.0,273.0,True,100.0
B9J08_003948,B9J08_01805,607.0,607.0,True,100.0
B9J08_004750,B9J08_04710,578.0,578.0,True,100.0
B9J08_000824,B9J08_02782,208.0,208.0,True,100.0
B9J08_004584,B9J08_04543,524.0,524.0,True,100.0
B9J08_004847,B9J08_04807,822.0,822.0,True,100.0
B9J08_001615,B9J08_00085,404.0,404.0,True,100.0
B9J08_002259,B9J08_05269,724.0,724.0,True,100.0
B9J08_001364,B9J08_03614,574.0,574.0,True,100.0
B9J08_004883,B9J08_04843,515.0,515.0,True,100.0
B9J08_004793,B9J08_04753,132.0,132.0,True,100.0
B9J08_000593,B9J08_02551,561.0,561.0,True,100.0
B9J08_003070,B9J08_00928,336.0,336.0,True,100.0
B9J08_005078,B9J08_03961,,,False,
B9J08_000169,B9J08_02128,125.0,125.0,True,100.0
B9J08_003190,B9J08_01048,303.0,303.0,True,100.0
B9J08_002262,B9J08_05272,676.0,676.0,True,100.0
B9J08_000645,B9J08_02603,,,False,
B9J08_004475,B9J08_04434,650.0,650.0,True,100.0
B9J08_002110,B9J08_03183,678.0,678.0,True,100.0
B9J08_002481,B9J08_05491,553.0,553.0,True,100.0
B9J08_000634,B9J08_02592,272.0,272.0,True,100.0
B9J08_000777,B9J08_02735,640.0,640.0,True,100.0
B9J08_000844,B9J08_02802,242.0,242.0,True,100.0
B9J08_005322,B9J08_04205,626.0,626.0,True,100.0
B9J08_003016,B9J08_00874,719.0,719.0,True,100.0
B9J08_002556,B9J08_05566,100.0,100.0,True,100.0
B9J08_001686,B9J08_00156,,,False,
B9J08_003585,B9J08_01443,316.0,316.0,True,100.0
B9J08_003914,B9J08_01772,376.0,376.0,True,100.0
B9J08_001428,B9J08_03678,290.0,290.0,True,100.0
B9J08_000036,B9J08_01995,279.0,279.0,True,100.0
B9J08_001952,B9J08_03025,541.0,541.0,True,100.0
B9J08_001894,B9J08_00364,282.0,282.0,True,100.0
B9J08_003903,B9J08_01761,378.0,378.0,True,100.0
B9J08_004360,B9J08_05114,273.0,273.0,True,100.0
B9J08_001670,B9J08_00140,,,False,
B9J08_003408,B9J08_01269,455.0,455.0,True,100.0
B9J08_003684,B9J08_01542,,,False,
B9J08_002218,B9J08_03291,147.0,147.0,True,100.0
B9J08_005563,B9J08_05243,450.0,450.0,True,100.0
B9J08_004468,B9J08_05222,647.0,647.0,True,100.0
B9J08_002616,B9J08_00476,305.0,305.0,True,100.0
B9J08_000701,B9J08_02659,700.0,700.0,True,100.0
B9J08_000918,B9J08_02876,550.0,550.0,True,100.0
B9J08_002108,B9J08_03181,391.0,391.0,True,100.0
B9J08_001792,B9J08_00262,105.0,105.0,True,100.0
B9J08_001292,B9J08_03542,195.0,195.0,True,100.0
B9J08_005006,B9J08_03889,281.0,281.0,True,100.0
B9J08_001948,B9J08_03021,660.0,660.0,True,100.0
B9J08_004797,B9J08_04757,546.0,546.0,True,100.0
B9J08_002217,B9J08_03290,749.0,749.0,True,100.0
B9J08_004886,B9J08_04846,721.0,721.0,True,100.0
B9J08_001450,B9J08_03700,760.0,760.0,True,100.0
B9J08_002295,B9J08_05305,291.0,291.0,True,100.0
B9J08_004378,B9J08_05132,252.0,252.0,True,100.0
B9J08_001519,B9J08_03769,675.0,675.0,True,100.0
B9J08_000656,B9J08_02614,340.0,340.0,True,100.0
B9J08_002974,B9J08_00832,508.0,508.0,True,100.0
B9J08_002582,B9J08_05592,861.0,861.0,True,100.0
B9J08_004884,B9J08_04844,,,False,
B9J08_003908,B9J08_01766,617.0,617.0,True,100.0
B9J08_001548,B9J08_00019,136.0,136.0,True,100.0
B9J08_001549,B9J08_00020,152.0,152.0,True,100.0
B9J08_001546,B9J08_00017,392.0,392.0,True,100.0
B9J08_002136,B9J08_03209,353.0,353.0,True,100.0
