v2_gene,v3_gene,v2_length,v3_length,exact_match,identity
B9J08_004451,B9J08_05205,717.0,717.0,True,100.0
B9J08_004026,B9J08_01883,604.0,604.0,True,100.0
B9J08_000701,B9J08_02659,700.0,700.0,True,100.0
B9J08_003737,B9J08_01595,363.0,363.0,True,100.0
B9J08_000709,B9J08_02667,283.0,283.0,True,100.0
B9J08_005563,B9J08_05243,450.0,450.0,True,100.0
B9J08_002248,B9J08_05258,309.0,309.0,True,100.0
B9J08_002499,B9J08_05509,416.0,416.0,True,100.0
B9J08_002729,B9J08_00588,170.0,170.0,True,100.0
B9J08_003550,B9J08_01408,440.0,440.0,True,100.0
B9J08_001205,B9J08_03455,,,False,
B9J08_000988,B9J08_02946,545.0,545.0,True,100.0
B9J08_002889,B9J08_00748,329.0,329.0,True,100.0
B9J08_000261,B9J08_02220,494.0,494.0,True,100.0
B9J08_005552,B9J08_05232,435.0,435.0,True,100.0
B9J08_004476,B9J08_04435,284.0,284.0,True,100.0
B9J08_003657,B9J08_01515,364.0,364.0,True,100.0
B9J08_001339,B9J08_03589,148.0,148.0,True,100.0
B9J08_005545,B9J08_05225,230.0,230.0,True,100.0
B9J08_002976,B9J08_00834,319.0,319.0,True,100.0
B9J08_002566,B9J08_05576,,,False,
B9J08_003500,B9J08_01359,359.0,359.0,True,100.0
B9J08_005300,B9J08_04183,315.0,315.0,True,100.0
B9J08_004839,B9J08_04799,,,False,
B9J08_001985,B9J08_03058,825.0,825.0,True,100.0
B9J08_002942,B9J08_00800,594.0,594.0,True,100.0
B9J08_004888,B9J08_04848,379.0,379.0,True,100.0
B9J08_000517,B9J08_02475,618.0,618.0,True,100.0
B9J08_001547,B9J08_00018,532.0,532.0,True,100.0
B9J08_002243,B9J08_05253,540.0,540.0,True,100.0
B9J08_000936,B9J08_02894,747.0,747.0,True,100.0
B9J08_001213,B9J08_03463,561.0,561.0,True,100.0
B9J08_001206,B9J08_03456,460.0,460.0,True,100.0
B9J08_001313,B9J08_03563,125.0,125.0,True,100.0
B9J08_001364,B9J08_03614,574.0,574.0,True,100.0
B9J08_002250,B9J08_05260,523.0,523.0,True,100.0
B9J08_005056,B9J08_03939,77.0,77.0,True,100.0
B9J08_001484,B9J08_03734,,,False,
B9J08_005520,B9J08_04402,,,False,
B9J08_003909,B9J08_01767,392.0,392.0,True,100.0
B9J08_001748,B9J08_00218,717.0,717.0,True,100.0
B9J08_004931,B9J08_03814,746.0,746.0,True,100.0
B9J08_001161,B9J08_03411,320.0,320.0,True,100.0
B9J08_003109,B9J08_00967,453.0,453.0,True,100.0
B9J08_000997,B9J08_02955,554.0,554.0,True,100.0
B9J08_005062,B9J08_03945,570.0,570.0,True,100.0
B9J08_003921,B9J08_01779,672.0,672.0,True,100.0
B9J08_001548,B9J08_00019,136.0,136.0,True,100.0
B9J08_005317,B9J08_04200,303.0,303.0,True,100.0
B9J08_004840,B9J08_04800,,,False,
B9J08_000791,B9J08_02749,341.0,341.0,True,100.0
B9J08_001956,B9J08_03029,289.0,289.0,True,100.0
B9J08_004830,B9J08_04790,487.0,487.0,True,100.0
B9J08_003678,B9J08_01536,360.0,360.0,True,100.0
B9J08_004324,B9J08_05078,552.0,552.0,True,100.0
B9J08_001520,B9J08_03770,293.0,293.0,True,100.0
B9J08_005565,B9J08_05245,680.0,680.0,True,100.0
B9J08_005571,B9J08_04422,494.0,494.0,True,100.0
B9J08_001025,B9J08_02983,696.0,696.0,True,100.0
B9J08_002330,B9J08_05340,305.0,305.0,True,100.0
B9J08_005090,B9J08_03973,236.0,236.0,True,100.0
B9J08_001741,B9J08_00211,704.0,704.0,True,100.0
B9J08_001523,B9J08_03773,463.0,463.0,True,100.0
B9J08_005490,B9J08_04372,483.0,483.0,True,100.0
B9J08_004798,B9J08_04758,,,False,
B9J08_002886,B9J08_00745,543.0,543.0,True,100.0
B9J08_001590,B9J08_00060,277.0,277.0,True,100.0
B9J08_003722,B9J08_01580,,,False,
B9J08_002118,B9J08_03191,126.0,126.0,True,100.0
B9J08_004544,B9J08_04503,,,False,
B9J08_000479,B9J08_02437,1472.0,1472.0,True,100.0
B9J08_002588,B9J08_00448,541.0,541.0,True,100.0
B9J08_004098,B9J08_01955,1247.0,1247.0,True,100.0
B9J08_002825,B9J08_00684,68.0,68.0,True,100.0
B9J08_000592,B9J08_02550,442.0,442.0,True,100.0
B9J08_002593,B9J08_00453,348.0,348.0,True,100.0
B9J08_004469,B9J08_05223,197.0,197.0,True,100.0
B9J08_001658,B9J08_00128,1160.0,1160.0,True,100.0
B9J08_001852,B9J08_00322,335.0,335.0,True,100.0
B9J08_000938,B9J08_02896,566.0,566.0,True,100.0
B9J08_004930,B9J08_03813,616.0,616.0,True,100.0
B9J08_000989,B9J08_02947,367.0,367.0,True,100.0
B9J08_005257,B9J08_04140,498.0,498.0,True,100.0
B9J08_001450,B9J08_03700,760.0,760.0,True,100.0
B9J08_003632,B9J08_01490,,,False,
B9J08_003910,B9J08_01768,389.0,389.0,True,100.0
B9J08_004204,B9J08_04958,535.0,535.0,True,100.0
B9J08_004899,B9J08_03782,852.0,852.0,True,100.0
B9J08_002141,B9J08_03214,306.0,306.0,True,100.0
B9J08_005063,B9J08_03946,120.0,120.0,True,100.0
B9J08_003016,B9J08_00874,719.0,719.0,True,100.0
B9J08_002231,B9J08_03304,,,False,
B9J08_002762,B9J08_00621,,,False,
B9J08_001487,B9J08_03737,673.0,673.0,True,100.0
B9J08_004378,B9J08_05132,252.0,252.0,True,100.0
B9J08_002663,B9J08_00523,554.0,554.0,True,100.0
B9J08_002280,B9J08_05290,591.0,591.0,True,100.0
B9J08_001292,B9J08_03542,195.0,195.0,True,100.0
B9J08_004886,B9J08_04846,721.0,721.0,True,100.0
B9J08_004172,B9J08_04926,513.0,513.0,True,100.0
B9J08_003517,B9J08_01376,,,False,
B9J08_003981,B9J08_01838,549.0,549.0,True,100.0
B9J08_001545,B9J08_00016,287.0,287.0,True,100.0
B9J08_005568,B9J08_04419,561.0,561.0,True,100.0
B9J08_002630,B9J08_00490,494.0,494.0,True,100.0
B9J08_002451,B9J08_05461,1469.0,1469.0,True,100.0
B9J08_004787,B9J08_04747,396.0,396.0,True,100.0
B9J08_002840,B9J08_00699,585.0,585.0,True,100.0
B9J08_004946,B9J08_03829,499.0,499.0,True,100.0
B9J08_005429,B9J08_04312,236.0,236.0,True,100.0
B9J08_003099,B9J08_00957,,,False,
B9J08_000740,B9J08_02698,,,False,
B9J08_004331,B9J08_05085,,,False,
B9J08_004243,B9J08_04997,509.0,509.0,True,100.0
B9J08_001458,B9J08_03708,765.0,765.0,True,100.0
B9J08_001015,B9J08_02973,541.0,541.0,True,100.0
B9J08_002660,B9J08_00520,639.0,639.0,True,100.0
B9J08_004893,B9J08_04853,507.0,507.0,True,100.0
B9J08_003002,B9J08_00860,398.0,398.0,True,100.0
